area_type,bath,balcony,availabletomove,rectified_sqft,price
Plot  Area,4.0,3.0,Yes,1125.0,180.0
Plot  Area,3.0,2.0,Yes,500.0,65.0
Plot  Area,5.0,2.0,Yes,1200.0,190.0
Super built-up  Area,3.0,2.0,Yes,1464.0,56.0
Super built-up  Area,4.0,3.0,Yes,3600.0,400.0
Plot  Area,4.0,2.0,Yes,2000.0,99.0
Super built-up  Area,2.0,1.0,Yes,1208.0,49.0
Super built-up  Area,2.0,2.0,Yes,1130.0,60.0
Super built-up  Area,3.0,2.0,Yes,1753.0,120.0
Super built-up  Area,7.0,3.0,Yes,4500.0,337.0
Plot  Area,3.0,2.0,Yes,600.0,58.0
Super built-up  Area,2.0,2.0,No,1196.0,94.42
Built-up  Area,3.0,3.0,Yes,1150.0,52.5
Super built-up  Area,2.0,1.0,No,1128.0,63.0
Super built-up  Area,2.0,1.0,Yes,1000.0,53.0
Super built-up  Area,2.0,1.0,Yes,1035.0,45.0
Built-up  Area,2.0,1.0,Yes,950.0,32.0
Super built-up  Area,2.0,1.0,Yes,1075.0,36.0
Super built-up  Area,2.0,1.0,Yes,1040.0,48.5
Plot  Area,2.0,1.0,No,720.0,45.0
Super built-up  Area,3.0,1.0,Yes,1511.0,95.0
Built-up  Area,3.0,1.0,Yes,1300.0,58.0
Super built-up  Area,3.0,1.0,No,1545.0,68.75
Built-up  Area,2.0,0.0,Yes,375.0,26.0
Super built-up  Area,2.0,3.0,Yes,1062.0,38.0
Super built-up  Area,2.0,1.0,Yes,1115.0,40.0
Super built-up  Area,2.0,1.0,Yes,1000.0,35.0
Super built-up  Area,2.0,1.0,No,883.0,45.0
Super built-up  Area,2.0,1.0,No,1195.0,70.0
Plot  Area,3.0,1.0,Yes,1200.0,165.0
Built-up  Area,1.0,0.0,Yes,700.0,41.0
Super built-up  Area,2.0,1.0,Yes,1246.0,67.0
Plot  Area,4.0,2.0,Yes,660.0,90.0
Plot  Area,4.0,2.0,Yes,8500.0,145.0
Super built-up  Area,4.0,1.0,Yes,1600.0,80.0
Super built-up  Area,5.0,3.0,No,2805.0,154.0
Super built-up  Area,3.0,2.0,Yes,1584.0,65.0
Plot  Area,5.0,1.0,Yes,3000.0,275.0
Built-up  Area,2.0,2.0,Yes,1175.0,48.0
Built-up  Area,3.0,2.0,No,1595.0,115.0
Super built-up  Area,2.0,2.0,Yes,1353.0,110.0
Super built-up  Area,3.0,2.0,No,1599.0,125.0
Super built-up  Area,2.0,1.0,Yes,1150.0,70.0
Super built-up  Area,6.0,1.0,No,5230.0,465.0
Super built-up  Area,2.0,2.0,Yes,1155.0,42.74
Built-up  Area,2.0,0.0,Yes,1200.0,85.0
Super built-up  Area,2.0,1.0,No,1000.0,25.0
Super built-up  Area,4.0,2.0,Yes,3000.0,120.0
Built-up  Area,3.0,1.0,Yes,1867.0,160.0
Super built-up  Area,2.0,1.0,No,1251.0,47.0
Super built-up  Area,2.0,1.0,No,1028.0,45.5
Super built-up  Area,2.0,2.0,Yes,1222.0,45.0
Super built-up  Area,2.0,1.0,Yes,1170.0,66.0
Super built-up  Area,4.0,1.0,Yes,2400.0,245.0
Super built-up  Area,2.0,2.0,Yes,1385.0,48.48
Super built-up  Area,2.0,1.0,Yes,1372.0,68.0
Super built-up  Area,2.0,2.0,Yes,1282.0,49.0
Super built-up  Area,9.0,3.0,Yes,5000.0,210.0
Built-up  Area,3.0,1.0,Yes,3000.0,528.0
Super built-up  Area,2.0,1.0,Yes,1135.0,39.73
Built-up  Area,3.0,2.0,No,1768.0,101.0
Built-up  Area,2.0,1.0,Yes,1325.0,90.0
Super built-up  Area,3.0,2.0,No,1599.0,99.0
Plot  Area,3.0,1.0,No,1500.0,61.95
Plot  Area,3.0,0.0,Yes,2610.0,499.0
Super built-up  Area,2.0,2.0,Yes,1286.0,63.0
Built-up  Area,5.0,1.0,Yes,2845.0,140.0
Super built-up  Area,2.0,2.0,Yes,1600.0,50.0
Super built-up  Area,2.0,0.0,No,1317.5,63.77
Super built-up  Area,5.0,2.0,Yes,3450.0,260.0
Super built-up  Area,2.0,2.0,No,1102.0,53.67
Super built-up  Area,2.0,2.0,Yes,1350.0,54.0
Super built-up  Area,2.0,2.0,Yes,1200.0,42.0
Plot  Area,6.0,0.0,Yes,1300.0,145.0
Plot  Area,1.0,1.0,Yes,1800.0,80.0
Built-up  Area,2.0,1.0,Yes,950.0,40.0
Super built-up  Area,1.0,1.0,No,525.0,27.25
Built-up  Area,2.0,1.0,Yes,656.0,25.0
Plot  Area,4.0,3.0,Yes,1780.0,175.0
Super built-up  Area,2.0,1.0,Yes,1056.0,80.0
Super built-up  Area,1.0,1.0,No,595.0,33.32
Built-up  Area,2.0,2.0,Yes,1080.0,50.0
Super built-up  Area,3.0,1.0,No,2225.0,160.0
Super built-up  Area,2.0,1.0,No,1126.0,28.15
Super built-up  Area,3.0,1.0,Yes,1490.0,84.0
Plot  Area,4.0,1.0,Yes,2000.0,300.0
Super built-up  Area,3.0,3.0,Yes,1550.0,100.0
Super built-up  Area,3.0,2.0,Yes,1600.0,86.0
Built-up  Area,2.0,1.0,Yes,1160.0,55.0
Built-up  Area,4.0,3.0,Yes,4144.0,315.0
Super built-up  Area,3.0,2.0,Yes,2100.0,125.0
Super built-up  Area,2.0,1.0,Yes,1404.0,69.3
Plot  Area,4.0,3.0,Yes,2230.0,225.0
Super built-up  Area,3.0,2.0,Yes,1544.0,120.0
Super built-up  Area,2.0,1.0,No,1305.0,58.7
Super built-up  Area,2.0,2.0,Yes,1230.0,80.0
Plot  Area,2.0,0.0,Yes,1200.0,65.0
Super built-up  Area,3.0,1.0,Yes,1460.0,73.0
Plot  Area,2.0,2.0,No,1800.0,34.185
Built-up  Area,2.0,3.0,Yes,967.0,45.0
Built-up  Area,1.0,1.0,Yes,540.0,36.0
Super built-up  Area,1.0,2.0,No,715.0,46.0
Super built-up  Area,3.0,2.0,Yes,2500.0,313.0
Super built-up  Area,3.0,1.0,Yes,1578.0,180.0
Super built-up  Area,2.0,1.0,Yes,1020.0,48.95
Super built-up  Area,2.0,1.0,Yes,1020.0,40.0
Super built-up  Area,2.0,1.0,Yes,1253.0,102.0
Super built-up  Area,2.0,2.0,Yes,1180.0,42.0
Super built-up  Area,2.0,2.0,Yes,961.0,38.0
Built-up  Area,3.0,3.0,Yes,1419.0,75.0
Super built-up  Area,3.0,2.0,Yes,1709.0,150.0
Plot  Area,2.0,0.0,Yes,1600.0,115.0
Super built-up  Area,1.0,1.0,No,416.0,18.5
Carpet  Area,2.0,2.0,Yes,1100.0,98.0
Super built-up  Area,2.0,1.0,Yes,1430.0,65.0
Super built-up  Area,2.0,2.0,Yes,1260.0,45.0
Built-up  Area,3.0,2.0,Yes,1630.0,85.0
Super built-up  Area,3.0,2.0,No,1249.0,44.71
Super built-up  Area,2.0,3.0,Yes,1450.0,85.0
Super built-up  Area,3.0,1.0,No,2791.0,223.0
Super built-up  Area,1.0,0.0,Yes,600.0,90.0
Built-up  Area,1.0,1.0,Yes,834.0,60.0
Plot  Area,4.0,1.0,Yes,1125.0,70.0
Super built-up  Area,3.0,2.0,Yes,2060.0,140.0
Super built-up  Area,7.0,3.0,No,12000.0,2200.0
Built-up  Area,2.0,1.0,Yes,891.0,25.0
Super built-up  Area,2.0,1.0,Yes,1133.0,49.07
Built-up  Area,2.0,1.0,Yes,1075.0,37.0
Super built-up  Area,5.0,2.0,No,3000.0,260.0
Plot  Area,5.0,2.0,Yes,2440.0,425.0
Built-up  Area,2.0,2.0,Yes,1200.0,55.0
Super built-up  Area,2.0,2.0,Yes,1075.0,45.8
Super built-up  Area,2.0,2.0,Yes,1140.0,40.0
Plot  Area,4.0,2.0,Yes,940.0,150.0
Plot  Area,5.0,1.0,Yes,2160.0,250.0
Super built-up  Area,2.0,1.0,Yes,1090.0,42.0
Built-up  Area,4.0,1.0,Yes,1500.0,70.0
Super built-up  Area,4.0,2.0,Yes,4104.0,360.0
Super built-up  Area,3.0,2.0,Yes,1790.0,100.0
Super built-up  Area,3.0,2.0,No,1920.0,134.0
Built-up  Area,2.0,2.0,Yes,1374.0,95.0
Carpet  Area,3.0,2.0,Yes,1445.0,95.0
Super built-up  Area,1.0,1.0,No,711.0,36.0
Super built-up  Area,3.0,3.0,Yes,1500.0,95.0
Super built-up  Area,3.0,3.0,Yes,1720.0,100.0
Super built-up  Area,3.0,2.0,Yes,1400.0,60.0
Built-up  Area,2.0,2.0,Yes,1030.0,49.0
Super built-up  Area,2.0,1.0,Yes,1200.0,85.0
Carpet  Area,3.0,2.0,No,1375.0,70.0
Plot  Area,1.0,2.0,Yes,1050.0,56.0
Super built-up  Area,3.0,2.0,Yes,2250.0,160.0
Super built-up  Area,2.0,2.0,Yes,1000.0,50.0
Super built-up  Area,1.0,0.0,Yes,469.0,25.0
Super built-up  Area,4.0,3.0,Yes,3800.0,250.0
Super built-up  Area,2.0,1.0,Yes,883.0,29.0
Super built-up  Area,2.0,3.0,Yes,1820.0,86.0
Built-up  Area,2.0,3.0,Yes,1440.0,65.0
Super built-up  Area,4.0,1.0,Yes,3600.0,160.0
Built-up  Area,5.0,2.0,Yes,2500.0,325.0
Super built-up  Area,2.0,2.0,No,1225.0,48.0
Plot  Area,3.0,1.0,Yes,4000.0,660.0
Carpet  Area,2.0,3.0,Yes,875.0,52.8
Super built-up  Area,1.0,2.0,Yes,750.0,40.0
Super built-up  Area,2.0,3.0,Yes,1180.0,80.0
Super built-up  Area,2.0,2.0,Yes,1194.0,47.0
Super built-up  Area,2.0,2.0,Yes,1500.0,62.0
Super built-up  Area,2.0,2.0,Yes,1160.0,52.2
Built-up  Area,9.0,2.0,Yes,4125.0,265.0
Super built-up  Area,3.0,1.0,Yes,2378.0,262.0
Super built-up  Area,2.0,1.0,Yes,1128.0,60.0
Super built-up  Area,3.0,1.0,Yes,1500.0,150.0
Built-up  Area,2.0,1.0,No,1220.0,35.23
Super built-up  Area,2.0,2.0,Yes,1210.0,58.0
Super built-up  Area,2.0,1.0,No,1100.0,58.0
Super built-up  Area,3.0,2.0,Yes,1200.0,46.0
Built-up  Area,5.0,2.0,No,3385.0,260.0
Super built-up  Area,3.0,2.0,Yes,1641.0,66.0
Super built-up  Area,2.0,1.0,Yes,1200.0,45.0
Super built-up  Area,2.0,1.0,Yes,1260.0,67.39
Super built-up  Area,3.0,3.0,Yes,1720.0,78.0
Super built-up  Area,2.0,0.0,Yes,1132.5,48.13
Super built-up  Area,2.0,1.0,Yes,1210.0,45.98
Built-up  Area,4.0,2.0,Yes,2200.0,200.0
Super built-up  Area,2.0,1.0,Yes,1075.0,45.0
Built-up  Area,3.0,2.0,Yes,1702.0,130.0
Super built-up  Area,2.0,2.0,Yes,1630.0,200.0
Super built-up  Area,2.0,2.0,Yes,1141.0,38.55
Super built-up  Area,3.0,2.0,No,2072.0,108.0
Super built-up  Area,2.0,2.0,No,5520.0,375.0
Built-up  Area,2.0,0.0,Yes,1200.0,70.0
Super built-up  Area,3.0,0.0,Yes,1350.0,77.0
Built-up  Area,4.0,0.0,No,4046.0,445.0
Super built-up  Area,2.0,2.0,No,1180.0,78.34
Built-up  Area,3.0,3.0,Yes,35000.0,130.0
Super built-up  Area,2.0,2.0,Yes,1355.0,115.0
Plot  Area,1.0,0.0,Yes,600.0,50.0
Plot  Area,7.0,2.0,Yes,1200.0,150.0
Super built-up  Area,2.0,1.0,Yes,1640.0,120.0
Plot  Area,5.0,0.0,Yes,1200.0,100.0
Super built-up  Area,2.0,2.0,Yes,1190.0,57.0
Plot  Area,4.0,2.0,Yes,2400.0,375.0
Super built-up  Area,2.0,2.0,Yes,1019.0,49.85
Super built-up  Area,3.0,2.0,Yes,1875.0,165.0
Super built-up  Area,3.0,2.0,No,1250.0,40.0
Plot  Area,3.0,2.0,Yes,1200.0,140.0
Super built-up  Area,2.0,1.0,Yes,1140.0,56.0
Super built-up  Area,3.0,1.0,Yes,1683.0,109.0
Super built-up  Area,3.0,2.0,Yes,1515.0,83.3
Super built-up  Area,4.0,2.0,No,2118.0,111.0
Built-up  Area,3.0,0.0,Yes,1380.0,58.0
Super built-up  Area,2.0,2.0,Yes,1083.0,61.75
Plot  Area,2.0,1.0,Yes,600.0,55.0
Built-up  Area,3.0,3.0,Yes,2300.0,120.0
Super built-up  Area,2.0,2.0,Yes,1240.0,60.0
Super built-up  Area,3.0,1.0,Yes,1750.0,120.0
Super built-up  Area,2.0,2.0,No,1230.0,43.48
Plot  Area,3.0,1.0,No,1500.0,139.0
Super built-up  Area,2.0,1.0,Yes,985.0,40.39
Plot  Area,2.0,1.0,Yes,1500.0,87.0
Built-up  Area,2.0,1.0,No,1125.0,32.49
Built-up  Area,2.0,1.0,Yes,950.0,44.0
Super built-up  Area,2.0,2.0,No,5600.0,548.5
Super built-up  Area,3.0,3.0,Yes,1580.0,76.0
Plot  Area,2.0,1.0,Yes,1092.0,98.5
Built-up  Area,2.0,1.0,No,1090.0,28.34
Built-up  Area,3.0,1.0,No,2264.0,159.0
Super built-up  Area,2.0,2.0,No,1033.0,25.53
Super built-up  Area,2.0,2.0,No,810.0,24.5
Super built-up  Area,2.0,0.0,Yes,1045.0,45.0
Super built-up  Area,2.0,1.0,No,1337.0,82.0
Super built-up  Area,2.0,2.0,Yes,1200.0,32.0
Super built-up  Area,3.0,2.0,Yes,1580.0,160.0
Super built-up  Area,2.0,3.0,Yes,1500.0,54.0
Super built-up  Area,4.0,2.0,No,1640.0,91.0
Super built-up  Area,3.0,2.0,Yes,1570.0,62.0
Super built-up  Area,2.0,2.0,Yes,1470.0,82.0
Super built-up  Area,2.0,2.0,Yes,1160.0,40.61
Built-up  Area,2.0,1.0,Yes,1050.0,71.0
Super built-up  Area,3.0,1.0,No,1855.0,225.0
Super built-up  Area,2.0,1.0,Yes,1460.0,90.0
Built-up  Area,3.0,2.0,Yes,1823.0,100.0
Super built-up  Area,2.0,2.0,Yes,1094.0,42.0
Super built-up  Area,2.0,2.0,Yes,1153.0,57.0
Built-up  Area,3.0,1.0,Yes,1325.0,57.0
Plot  Area,3.0,2.0,Yes,1200.0,85.0
Built-up  Area,2.0,2.0,Yes,1590.0,125.0
Plot  Area,4.0,2.0,Yes,1210.0,160.0
Plot  Area,4.0,0.0,Yes,1200.0,220.0
Super built-up  Area,2.0,1.0,Yes,1202.0,48.0
Built-up  Area,2.0,1.0,Yes,1202.0,53.0
Super built-up  Area,2.0,3.0,Yes,1200.0,62.5
Super built-up  Area,3.0,1.0,No,1688.0,118.0
Built-up  Area,2.0,1.0,Yes,1020.0,52.0
Super built-up  Area,2.0,2.0,Yes,1185.0,47.0
Super built-up  Area,2.0,1.0,No,1235.0,52.04
Super built-up  Area,5.0,1.0,Yes,3205.0,500.0
Super built-up  Area,2.0,2.0,Yes,1077.0,37.64
Super built-up  Area,2.0,3.0,Yes,1415.0,66.0
Super built-up  Area,3.0,2.0,No,2330.0,162.0
Super built-up  Area,2.0,2.0,Yes,805.0,35.0
Built-up  Area,1.0,0.0,Yes,425.0,20.03
Super built-up  Area,2.0,3.0,Yes,1155.0,59.95
Super built-up  Area,4.0,3.0,Yes,5270.0,1250.0
Super built-up  Area,2.0,1.0,Yes,656.0,22.0
Built-up  Area,2.0,0.0,Yes,1100.0,48.0
Super built-up  Area,2.0,3.0,Yes,1150.0,52.0
Plot  Area,1.0,1.0,Yes,600.0,60.0
Super built-up  Area,2.0,1.0,Yes,1468.0,140.0
Plot  Area,5.0,2.0,Yes,4300.0,550.0
Super built-up  Area,4.0,2.0,No,2280.0,126.0
Super built-up  Area,2.0,1.0,Yes,1341.0,97.0
Super built-up  Area,2.0,1.0,Yes,1279.0,77.0
Super built-up  Area,4.0,0.0,No,2225.0,98.88
Super built-up  Area,2.0,2.0,Yes,1185.0,43.51
Super built-up  Area,3.0,2.0,Yes,1750.0,85.0
Super built-up  Area,2.0,1.0,Yes,1152.0,53.5
Plot  Area,4.0,1.0,Yes,1000.0,160.0
Super built-up  Area,2.0,3.0,Yes,1300.0,36.0
Plot  Area,4.0,2.0,No,2760.0,155.0
Super built-up  Area,2.0,2.0,No,1070.0,39.0
Super built-up  Area,2.0,0.0,Yes,1101.0,45.0
Super built-up  Area,2.0,1.0,Yes,775.0,55.0
Super built-up  Area,1.0,1.0,Yes,667.0,36.85
Super built-up  Area,2.0,1.0,Yes,1070.0,55.0
Built-up  Area,2.0,2.0,Yes,1875.0,110.0
Super built-up  Area,2.0,1.0,Yes,735.0,57.99
Plot  Area,4.0,1.0,Yes,4360.0,90.0
Super built-up  Area,3.0,2.0,Yes,1750.0,130.0
Super built-up  Area,2.0,1.0,Yes,1215.0,67.0
Plot  Area,9.0,3.0,Yes,600.0,190.0
Super built-up  Area,2.0,1.0,Yes,820.0,30.0
Super built-up  Area,2.0,0.0,No,1177.5,59.935
Super built-up  Area,3.0,2.0,Yes,1779.0,89.61
Built-up  Area,2.0,2.0,Yes,1105.0,58.0
Built-up  Area,2.0,1.0,Yes,1000.0,93.0
Super built-up  Area,3.0,2.0,Yes,1650.0,60.0
Super built-up  Area,2.0,2.0,Yes,1694.0,150.0
Super built-up  Area,3.0,1.0,Yes,2376.0,203.0
Super built-up  Area,3.0,3.0,Yes,1975.0,150.0
Super built-up  Area,2.0,1.0,Yes,674.0,33.0
Super built-up  Area,2.0,1.0,Yes,1185.0,41.0
Super built-up  Area,1.0,0.0,Yes,445.0,28.0
Built-up  Area,7.0,2.0,Yes,900.0,76.0
Super built-up  Area,3.0,2.0,Yes,1475.0,75.0
Super built-up  Area,3.0,3.0,Yes,1618.0,82.5
Super built-up  Area,2.0,0.0,Yes,1120.0,65.0
Super built-up  Area,3.0,2.0,Yes,2181.0,152.0
Plot  Area,4.0,0.0,Yes,1200.0,90.0
Plot  Area,4.0,3.0,Yes,600.0,65.0
Super built-up  Area,2.0,1.0,No,1556.0,59.13
Super built-up  Area,2.0,1.0,No,1179.0,66.02
Super built-up  Area,2.0,2.0,Yes,1296.0,83.0
Built-up  Area,2.0,2.0,Yes,1275.0,52.0
Built-up  Area,2.0,2.0,Yes,1875.0,300.0
Super built-up  Area,2.0,2.0,Yes,1400.0,77.0
Super built-up  Area,2.0,1.0,Yes,1222.0,63.0
Super built-up  Area,2.0,1.0,Yes,940.0,41.0
Super built-up  Area,2.0,2.0,Yes,1185.0,42.6
Super built-up  Area,3.0,2.0,Yes,1779.0,112.0
Super built-up  Area,3.0,2.0,Yes,1615.0,59.76
Super built-up  Area,2.0,2.0,No,4624.5,453.0
Super built-up  Area,2.0,1.0,Yes,1056.0,61.0
Super built-up  Area,2.0,0.0,Yes,1100.0,46.0
Built-up  Area,2.0,1.0,Yes,920.0,40.0
Super built-up  Area,2.0,0.0,Yes,1602.0,75.0
Built-up  Area,2.0,0.0,Yes,1176.0,62.0
Plot  Area,3.0,1.0,Yes,675.0,59.0
Super built-up  Area,3.0,0.0,Yes,1352.0,135.0
Built-up  Area,3.0,3.0,Yes,1717.0,99.0
Plot  Area,4.0,1.0,No,10961.0,80.0
Super built-up  Area,4.0,3.0,No,2119.0,111.0
Super built-up  Area,2.0,1.0,Yes,1246.0,67.3
Super built-up  Area,2.0,1.0,No,1141.0,42.79
Built-up  Area,2.0,1.0,Yes,1157.0,84.0
Super built-up  Area,2.0,2.0,No,1025.0,27.68
Built-up  Area,1.0,2.0,Yes,650.0,33.0
Super built-up  Area,2.0,1.0,Yes,1349.0,98.0
Super built-up  Area,3.0,1.0,Yes,1566.0,83.3
Super built-up  Area,3.0,3.0,Yes,2830.0,195.0
Built-up  Area,2.0,1.0,No,1320.0,38.13
Super built-up  Area,3.0,1.0,No,1780.0,84.83
Super built-up  Area,2.0,1.0,Yes,1091.0,34.9
Super built-up  Area,4.0,3.0,Yes,3670.0,300.0
Built-up  Area,2.0,1.0,Yes,918.0,50.49
Super built-up  Area,4.0,0.0,No,1950.0,130.0
Super built-up  Area,3.0,1.0,Yes,1695.0,90.0
Super built-up  Area,3.0,2.0,Yes,1705.0,95.0
Built-up  Area,3.0,2.0,Yes,1375.0,75.0
Super built-up  Area,1.0,1.0,No,525.0,30.0
Built-up  Area,2.0,1.0,No,1447.0,83.0
Super built-up  Area,2.0,1.0,Yes,1114.0,39.0
Super built-up  Area,2.0,1.0,Yes,1450.0,100.0
Super built-up  Area,1.0,0.0,Yes,460.0,15.0
Built-up  Area,2.0,2.0,Yes,1022.0,40.0
Built-up  Area,2.0,2.0,Yes,1000.0,45.0
Super built-up  Area,2.0,1.0,No,1128.0,68.75
Super built-up  Area,2.0,2.0,No,1180.0,57.0
Built-up  Area,6.0,1.0,Yes,1000.0,69.0
Plot  Area,2.0,1.0,Yes,1200.0,150.0
Super built-up  Area,3.0,2.0,Yes,3761.0,660.0
Super built-up  Area,2.0,3.0,Yes,1339.0,75.0
Super built-up  Area,2.0,3.0,Yes,1400.0,55.0
Super built-up  Area,2.0,1.0,Yes,1040.0,39.52
Super built-up  Area,2.0,2.0,Yes,1198.0,58.0
Plot  Area,3.0,2.0,Yes,1200.0,95.0
Super built-up  Area,3.0,2.0,Yes,1691.0,113.0
Super built-up  Area,3.0,2.0,Yes,1075.0,36.0
Super built-up  Area,3.0,2.0,No,1630.0,194.0
Super built-up  Area,3.0,2.0,No,1240.0,43.5
Super built-up  Area,2.0,0.0,No,1122.5,58.935
Super built-up  Area,3.0,2.0,Yes,1665.0,86.58
Built-up  Area,3.0,2.0,Yes,2489.0,94.0
Built-up  Area,2.0,2.0,Yes,1142.0,70.0
Super built-up  Area,3.0,1.0,Yes,1976.0,184.0
Plot  Area,4.0,2.0,Yes,5500.0,600.0
Super built-up  Area,3.0,2.0,Yes,1853.0,82.0
Plot  Area,4.0,1.0,Yes,600.0,72.0
Super built-up  Area,2.0,2.0,Yes,1567.0,92.0
Super built-up  Area,2.0,1.0,Yes,1090.0,27.24
Plot  Area,4.0,2.0,Yes,1200.0,125.0
Plot  Area,4.0,1.0,Yes,2400.0,640.0
Super built-up  Area,2.0,2.0,Yes,1175.0,51.47
Built-up  Area,2.0,2.0,Yes,1200.0,52.0
Built-up  Area,2.0,1.0,Yes,995.0,41.0
Super built-up  Area,2.0,1.0,Yes,884.0,41.1
Plot  Area,3.0,2.0,Yes,900.0,80.0
Built-up  Area,2.0,2.0,Yes,1170.0,57.0
Super built-up  Area,2.0,1.0,Yes,1225.0,46.55
Super built-up  Area,2.0,1.0,No,1342.0,73.3
Built-up  Area,2.0,1.0,No,1345.0,67.0
Built-up  Area,3.0,0.0,Yes,1320.0,65.0
Super built-up  Area,2.0,2.0,Yes,1100.0,45.0
Super built-up  Area,2.0,1.0,Yes,1140.0,49.39
Super built-up  Area,2.0,1.0,Yes,1300.0,50.0
Super built-up  Area,3.0,2.0,Yes,1652.0,85.0
Super built-up  Area,4.0,2.0,Yes,2072.0,142.0
Built-up  Area,2.0,2.0,Yes,1740.0,95.0
Super built-up  Area,2.0,1.0,Yes,1360.0,71.0
Super built-up  Area,2.0,2.0,Yes,1145.0,60.0
Built-up  Area,2.0,0.0,Yes,1540.0,40.0
Super built-up  Area,2.0,2.0,Yes,1278.0,95.0
Super built-up  Area,1.0,1.0,No,630.0,40.0
Super built-up  Area,3.0,2.0,No,1100.0,58.0
Plot  Area,3.0,0.0,Yes,1200.0,95.0
Built-up  Area,6.0,2.0,Yes,2500.0,115.0
Super built-up  Area,1.0,0.0,No,582.5,15.135
Super built-up  Area,2.0,2.0,No,1015.0,25.88
Built-up  Area,5.0,2.0,Yes,3300.0,240.0
Plot  Area,5.0,1.0,Yes,4500.0,415.0
Super built-up  Area,2.0,3.0,Yes,1356.0,66.0
Super built-up  Area,2.0,1.0,Yes,823.0,28.0
Plot  Area,2.0,0.0,Yes,1200.0,66.0
Built-up  Area,2.0,0.0,Yes,1050.0,37.0
Super built-up  Area,2.0,1.0,Yes,1180.0,69.0
Super built-up  Area,2.0,3.0,Yes,1116.0,51.91
Super built-up  Area,2.0,1.0,Yes,1070.0,42.79
Super built-up  Area,2.0,3.0,No,1385.0,80.0
Plot  Area,1.0,1.0,Yes,1000.0,70.0
Built-up  Area,3.0,2.0,No,1897.0,130.0
Super built-up  Area,2.0,1.0,No,1005.0,55.78
Super built-up  Area,3.0,2.0,Yes,1575.0,125.0
Super built-up  Area,2.0,1.0,Yes,975.0,65.0
Super built-up  Area,3.0,2.0,Yes,1904.0,120.0
Super built-up  Area,1.0,1.0,Yes,930.0,30.0
Super built-up  Area,1.0,1.0,No,525.0,26.0
Super built-up  Area,1.0,1.0,Yes,686.0,17.0
Plot  Area,3.0,1.0,Yes,2400.0,150.0
Plot  Area,1.0,0.0,Yes,1410.0,233.0
Built-up  Area,3.0,1.0,No,2238.0,140.0
Super built-up  Area,2.0,1.0,Yes,1174.0,69.0
Built-up  Area,4.0,3.0,Yes,3800.0,239.0
Super built-up  Area,2.0,1.0,Yes,2225.0,125.0
Super built-up  Area,2.0,0.0,Yes,1250.0,200.0
Super built-up  Area,2.0,2.0,Yes,918.0,52.0
Super built-up  Area,2.0,3.0,Yes,1250.0,52.0
Super built-up  Area,3.0,2.0,Yes,1800.0,110.0
Built-up  Area,2.0,3.0,Yes,1170.0,53.0
Super built-up  Area,1.0,0.0,Yes,1300.0,200.0
Built-up  Area,2.0,1.0,Yes,793.0,45.0
Super built-up  Area,3.0,2.0,Yes,1710.0,107.0
Super built-up  Area,2.0,1.0,Yes,1082.0,57.5
Super built-up  Area,2.0,2.0,No,1001.0,33.03
Built-up  Area,4.0,2.0,Yes,1500.0,180.0
Super built-up  Area,2.0,1.0,Yes,1590.0,54.0
Super built-up  Area,2.0,0.0,Yes,2400.0,80.0
Super built-up  Area,3.0,2.0,Yes,1554.0,55.0
Super built-up  Area,2.0,0.0,No,1142.5,43.415
Super built-up  Area,5.0,2.0,Yes,4239.0,423.0
Built-up  Area,1.0,0.0,Yes,884.0,58.0
Super built-up  Area,2.0,1.0,No,1045.0,98.89
Super built-up  Area,2.0,2.0,Yes,1019.0,49.86
Super built-up  Area,4.0,2.0,Yes,1935.0,130.0
Super built-up  Area,2.0,2.0,Yes,1135.0,39.73
Super built-up  Area,3.0,2.0,Yes,1680.0,150.0
Super built-up  Area,5.0,2.0,No,2470.0,247.0
Super built-up  Area,4.0,3.0,Yes,2825.0,250.0
Super built-up  Area,3.0,1.0,Yes,2480.0,330.0
Plot  Area,11.0,2.0,Yes,1260.0,290.0
Plot  Area,4.0,3.0,Yes,1800.0,187.0
Built-up  Area,3.0,3.0,Yes,1799.0,90.0
Super built-up  Area,2.0,2.0,Yes,4348.5,304.0
Built-up  Area,1.0,1.0,Yes,400.0,11.0
Built-up  Area,2.0,1.0,No,1047.0,82.0
Super built-up  Area,2.0,2.0,Yes,1282.0,87.0
Super built-up  Area,2.0,1.0,Yes,1020.0,45.9
Plot  Area,3.0,1.0,Yes,1080.0,155.0
Super built-up  Area,2.0,1.0,Yes,1495.0,79.5
Built-up  Area,4.0,1.0,Yes,3260.0,240.0
Super built-up  Area,2.0,2.0,No,1611.0,64.44
Super built-up  Area,5.0,2.0,Yes,3500.0,425.0
Built-up  Area,2.0,2.0,Yes,1500.0,95.0
Super built-up  Area,2.0,2.0,Yes,1500.0,95.0
Plot  Area,5.0,2.0,Yes,3206.0,270.0
Super built-up  Area,3.0,0.0,Yes,1540.0,50.0
Super built-up  Area,3.0,1.0,No,1639.0,80.0
Plot  Area,4.0,2.0,Yes,700.0,72.0
Super built-up  Area,2.0,2.0,Yes,1303.0,55.79
Super built-up  Area,1.0,1.0,Yes,1005.0,110.0
Super built-up  Area,1.0,0.0,Yes,657.5,18.41
Super built-up  Area,3.0,1.0,No,1305.0,33.28
Plot  Area,4.0,0.0,Yes,600.0,95.0
Super built-up  Area,1.0,1.0,Yes,1300.0,115.0
