area_type,bath,balcony,price,available to move,rectified_sqft
Super built-up  Area,1.0,1.0,45.0,Yes,640.0
Built-up  Area,3.0,1.0,125.0,Yes,1694.0
Super built-up  Area,2.0,2.0,90.0,Yes,1150.0
Super built-up  Area,3.0,1.0,131.0,Yes,1936.0
Super built-up  Area,2.0,2.0,48.0,No,1225.0
Super built-up  Area,3.0,2.0,121.0,No,1826.0
Super built-up  Area,2.0,1.0,68.75,No,1128.0
Super built-up  Area,3.0,2.0,93.0,Yes,1721.0
Super built-up  Area,2.0,1.0,75.0,Yes,1465.0
Built-up  Area,2.0,1.0,34.5,Yes,861.0
Plot  Area,4.0,3.0,240.0,Yes,1200.0
Super built-up  Area,4.0,2.0,411.0,Yes,3870.0
Super built-up  Area,2.0,2.0,45.0,No,1140.0
Super built-up  Area,2.0,2.0,100.0,Yes,1460.0
Super built-up  Area,2.0,2.0,70.0,Yes,1205.0
Super built-up  Area,2.0,1.0,46.0,Yes,1243.0
Super built-up  Area,2.0,2.0,67.0,Yes,1262.0
Super built-up  Area,3.0,1.0,66.0,No,1420.0
Super built-up  Area,3.0,2.0,66.73,Yes,1756.0
Super built-up  Area,2.0,1.0,57.0,Yes,980.0
Super built-up  Area,2.0,1.0,68.75,Yes,1250.0
Plot  Area,4.0,2.0,180.0,Yes,1200.0
Super built-up  Area,2.0,1.0,89.0,Yes,1350.0
Super built-up  Area,2.0,2.0,61.58,No,1866.0
Built-up  Area,2.0,3.0,68.0,Yes,1350.0
Carpet  Area,4.0,2.0,350.0,Yes,2200.0
Plot  Area,3.0,0.0,220.0,Yes,1214.0
Super built-up  Area,2.0,1.0,25.0,Yes,800.0
Plot  Area,3.0,2.0,195.0,Yes,700.0
Super built-up  Area,2.0,1.0,59.46,No,1036.0
Super built-up  Area,2.0,2.0,55.0,Yes,1265.0
Super built-up  Area,3.0,1.0,80.0,Yes,1800.0
Super built-up  Area,3.0,2.0,85.0,Yes,1820.0
Plot  Area,5.0,2.0,140.0,Yes,1000.0
Built-up  Area,2.0,0.0,60.0,Yes,989.0
Built-up  Area,4.0,1.0,120.0,Yes,1550.0
Super built-up  Area,3.0,2.0,120.0,Yes,2002.0
Built-up  Area,3.0,2.0,330.0,Yes,3329.0
Built-up  Area,2.0,1.0,42.0,Yes,1150.0
Plot  Area,5.0,2.0,300.0,Yes,1700.0
Super built-up  Area,2.0,2.0,62.0,Yes,1125.0
Super built-up  Area,1.0,1.0,39.9,Yes,770.0
Super built-up  Area,3.0,1.0,75.0,No,1508.0
Super built-up  Area,3.0,2.0,57.0,Yes,1530.0
Super built-up  Area,3.0,2.0,134.0,No,1920.0
Plot  Area,4.0,3.0,235.0,Yes,2200.0
Built-up  Area,3.0,2.0,72.0,Yes,1680.0
Built-up  Area,2.0,1.0,85.0,Yes,1400.0
Super built-up  Area,2.0,3.0,61.2,Yes,1360.0
Super built-up  Area,5.0,2.0,649.0,No,2777.29
Built-up  Area,2.0,2.0,49.0,Yes,940.0
Super built-up  Area,5.0,0.0,165.0,Yes,3230.0
Super built-up  Area,2.0,2.0,28.5,No,1140.0
Super built-up  Area,2.0,2.0,56.0,No,1140.0
Super built-up  Area,2.0,2.0,48.27,Yes,1175.0
Plot  Area,6.0,2.0,300.0,Yes,1470.0
Super built-up  Area,3.0,2.0,139.0,No,2140.0
Super built-up  Area,2.0,3.0,73.0,Yes,1178.0
Plot  Area,3.0,2.0,140.0,No,2100.0
Super built-up  Area,2.0,1.0,127.0,No,1268.0
Built-up  Area,2.0,2.0,75.0,Yes,1300.0
Super built-up  Area,7.0,0.0,287.0,No,5020.0
Plot  Area,3.0,3.0,95.0,Yes,1310.0
Super built-up  Area,3.0,1.0,110.0,No,1711.0
Super built-up  Area,1.0,1.0,40.0,No,606.0
Super built-up  Area,3.0,1.0,103.0,No,1689.0
Plot  Area,4.0,2.0,270.0,Yes,2403.0
Plot  Area,4.0,1.0,160.0,Yes,1200.0
Super built-up  Area,3.0,3.0,54.2,Yes,1452.0
Super built-up  Area,2.0,2.0,47.59,Yes,1360.0
Super built-up  Area,2.0,1.0,39.0,Yes,1205.0
Built-up  Area,2.0,2.0,48.0,Yes,1225.0
Built-up  Area,2.0,2.0,56.0,Yes,1225.0
Super built-up  Area,2.0,2.0,103.0,No,1547.0
Super built-up  Area,2.0,1.0,60.0,Yes,1115.0
Plot  Area,3.0,0.0,408.0,Yes,2400.0
Super built-up  Area,2.0,2.0,75.0,Yes,1200.0
Built-up  Area,6.0,1.0,110.0,Yes,2800.0
Super built-up  Area,1.0,1.0,29.44,Yes,530.0
Built-up  Area,2.0,2.0,300.0,Yes,1875.0
Built-up  Area,2.0,1.0,53.0,Yes,1202.0
Super built-up  Area,2.0,2.0,59.0,Yes,1195.0
Plot  Area,4.0,2.0,165.0,Yes,1200.0
Plot  Area,4.0,2.0,240.0,Yes,1200.0
Plot  Area,4.0,3.0,240.0,Yes,1500.0
Super built-up  Area,3.0,3.0,56.5,Yes,1452.0
Super built-up  Area,2.0,2.0,52.25,Yes,1071.0
Super built-up  Area,2.0,2.0,53.12,Yes,1265.0
Built-up  Area,3.0,3.0,430.0,Yes,3520.0
Super built-up  Area,2.0,2.0,98.86,Yes,1163.0
Super built-up  Area,2.0,1.0,35.0,Yes,1000.0
Plot  Area,2.0,1.0,45.82,No,845.0
Super built-up  Area,2.0,2.0,70.0,Yes,1540.0
Super built-up  Area,4.0,2.0,268.0,Yes,3596.0
Super built-up  Area,2.0,1.0,60.0,Yes,1285.0
Carpet  Area,3.0,3.0,90.0,Yes,1600.0
Super built-up  Area,2.0,1.0,52.0,Yes,1125.0
Super built-up  Area,2.0,2.0,36.0,Yes,1160.0
Built-up  Area,6.0,2.0,220.0,No,2689.0
Super built-up  Area,3.0,2.0,106.0,Yes,1725.0
Super built-up  Area,2.0,2.0,47.0,Yes,1200.0
Plot  Area,2.0,1.0,98.0,Yes,1200.0
Super built-up  Area,2.0,2.0,52.0,Yes,1275.0
Super built-up  Area,3.0,2.0,110.0,Yes,1750.0
Built-up  Area,2.0,1.0,29.46,No,1020.0
Super built-up  Area,3.0,1.0,150.0,Yes,1650.0
Built-up  Area,2.0,0.0,37.0,Yes,980.0
Super built-up  Area,2.0,2.0,52.0,No,1020.0
Super built-up  Area,2.0,2.0,27.0,No,525.0
Super built-up  Area,2.0,2.0,55.0,No,1035.0
Super built-up  Area,2.0,2.0,123.0,Yes,1760.0
Super built-up  Area,5.0,2.0,220.0,Yes,3600.0
Super built-up  Area,2.0,1.0,38.0,Yes,1150.0
Super built-up  Area,3.0,2.0,129.0,Yes,1949.0
Super built-up  Area,1.0,1.0,35.4,Yes,664.0
Super built-up  Area,3.0,3.0,88.0,Yes,1515.0
Super built-up  Area,2.0,1.0,87.0,No,1108.0
Super built-up  Area,2.0,2.0,55.0,Yes,1100.0
Super built-up  Area,4.0,3.0,235.0,Yes,3400.0
Super built-up  Area,2.0,2.0,52.33,Yes,1495.0
Super built-up  Area,3.0,2.0,45.33,No,1290.0
Plot  Area,2.0,0.0,80.0,Yes,1600.0
Plot  Area,4.0,3.0,187.0,Yes,1800.0
Plot  Area,4.0,2.0,60.0,Yes,800.0
Plot  Area,2.0,1.0,160.0,Yes,2400.0
Super built-up  Area,2.0,2.0,37.15,Yes,965.0
Built-up  Area,3.0,3.0,175.0,Yes,2625.0
Super built-up  Area,3.0,2.0,65.0,Yes,1540.0
Built-up  Area,2.0,0.0,48.0,Yes,1100.0
Super built-up  Area,2.0,2.0,40.0,Yes,1170.0
Super built-up  Area,2.0,2.0,63.0,Yes,1207.0
Super built-up  Area,2.0,1.0,32.54,Yes,795.0
Super built-up  Area,7.0,3.0,2200.0,No,12000.0
Built-up  Area,3.0,1.0,239.0,No,2611.0
Super built-up  Area,2.0,2.0,40.0,No,1116.0
Built-up  Area,2.0,1.0,130.0,Yes,1000.0
Super built-up  Area,3.0,2.0,124.0,Yes,1754.0
Super built-up  Area,3.0,1.0,113.0,No,1655.0
Super built-up  Area,2.0,1.0,26.0,Yes,891.0
Super built-up  Area,2.0,1.0,59.0,No,1012.0
Super built-up  Area,2.0,2.0,53.0,No,1100.0
Plot  Area,3.0,2.0,72.5,Yes,675.0
Super built-up  Area,2.0,2.0,46.9,Yes,1156.0
Plot  Area,3.0,1.0,130.0,No,1500.0
Super built-up  Area,3.0,2.0,54.2,No,1355.0
Super built-up  Area,4.0,2.0,88.0,Yes,1991.0
Super built-up  Area,2.0,2.0,55.79,Yes,1303.0
Built-up  Area,2.0,1.0,110.0,Yes,1620.0
Super built-up  Area,2.0,1.0,90.0,Yes,1150.0
Super built-up  Area,3.0,2.0,115.0,Yes,1881.0
Plot  Area,5.0,1.0,1500.0,Yes,5500.0
Built-up  Area,5.0,2.0,325.0,Yes,5000.0
Super built-up  Area,2.0,1.0,38.92,Yes,985.0
Super built-up  Area,2.0,2.0,60.0,Yes,1035.0
Built-up  Area,2.0,0.0,55.0,Yes,1181.0
Built-up  Area,2.0,1.0,55.0,Yes,1467.0
Super built-up  Area,2.0,2.0,60.0,No,1328.0
Built-up  Area,4.0,2.0,140.0,Yes,2800.0
Super built-up  Area,3.0,1.0,78.0,Yes,1535.0
Super built-up  Area,3.0,2.0,56.0,No,1602.0
Super built-up  Area,2.0,1.0,70.0,Yes,1360.0
Super built-up  Area,3.0,2.0,46.0,Yes,1200.0
Super built-up  Area,1.0,1.0,36.0,No,711.0
Super built-up  Area,2.0,1.0,55.0,Yes,775.0
Super built-up  Area,2.0,1.0,47.88,Yes,1197.0
Built-up  Area,1.0,1.0,80.0,Yes,680.0
Super built-up  Area,2.0,2.0,86.0,Yes,1700.0
Built-up  Area,2.0,2.0,46.0,Yes,1010.0
Super built-up  Area,2.0,2.0,60.0,Yes,1420.0
Super built-up  Area,2.0,1.0,93.0,Yes,1330.0
Built-up  Area,2.0,2.0,44.0,Yes,1100.0
Super built-up  Area,3.0,0.0,73.595,No,1617.5
Super built-up  Area,2.0,2.0,46.0,Yes,1125.0
Super built-up  Area,2.0,2.0,58.0,Yes,1104.0
Super built-up  Area,3.0,1.0,630.0,No,3500.0
Super built-up  Area,2.0,2.0,27.0,Yes,900.0
Plot  Area,4.0,2.0,165.0,Yes,1200.0
Carpet  Area,3.0,2.0,77.0,Yes,1600.0
Super built-up  Area,2.0,1.0,46.0,No,900.0
Super built-up  Area,3.0,3.0,58.0,Yes,1615.0
Super built-up  Area,2.0,3.0,56.12,Yes,1290.0
Super built-up  Area,2.0,2.0,34.0,Yes,1044.0
Super built-up  Area,2.0,2.0,33.0,Yes,1056.0
Super built-up  Area,2.0,2.0,73.0,Yes,1421.0
Built-up  Area,2.0,2.0,32.25,No,1075.0
Built-up  Area,2.0,2.0,32.0,Yes,960.0
Super built-up  Area,2.0,1.0,72.0,Yes,1098.0
Plot  Area,4.0,2.0,80.0,No,1230.0
Plot  Area,3.0,1.0,83.0,No,600.0
Super built-up  Area,2.0,2.0,70.0,Yes,1230.0
Super built-up  Area,2.0,0.0,30.0,No,1118.0
Plot  Area,2.0,2.0,83.0,Yes,1200.0
Super built-up  Area,2.0,2.0,56.81,Yes,1196.0
Super built-up  Area,2.0,1.0,35.0,Yes,1022.0
Super built-up  Area,2.0,3.0,40.0,Yes,1150.0
Super built-up  Area,5.0,3.0,318.0,Yes,3300.0
Built-up  Area,3.0,2.0,90.0,Yes,1450.0
Built-up  Area,2.0,1.0,48.0,No,856.0
Super built-up  Area,3.0,2.0,87.0,Yes,1645.0
Super built-up  Area,3.0,3.0,160.0,Yes,1900.0
Built-up  Area,2.0,0.0,36.5,Yes,861.0
Built-up  Area,1.0,1.0,22.0,Yes,600.0
Plot  Area,1.0,0.0,52.0,Yes,600.0
Super built-up  Area,2.0,1.0,71.03,Yes,1257.0
Super built-up  Area,4.0,1.0,110.0,Yes,1845.0
Plot  Area,2.0,0.0,65.0,Yes,1200.0
Plot  Area,4.0,3.0,185.0,Yes,1500.0
Super built-up  Area,4.0,2.0,95.0,Yes,1820.0
Plot  Area,4.0,2.0,155.0,Yes,1200.0
Plot  Area,5.0,2.0,180.0,Yes,1000.0
Super built-up  Area,3.0,2.0,160.0,Yes,2200.0
Built-up  Area,2.0,1.0,61.0,Yes,1241.0
Super built-up  Area,3.0,2.0,83.0,Yes,1692.0
Super built-up  Area,2.0,2.0,67.0,Yes,1339.0
Super built-up  Area,2.0,2.0,45.0,Yes,900.0
Super built-up  Area,4.0,2.0,91.0,No,1640.0
Super built-up  Area,4.0,1.0,95.0,Yes,1888.0
Built-up  Area,3.0,2.0,90.0,Yes,1480.0
Super built-up  Area,2.0,2.0,65.94,Yes,1570.0
Super built-up  Area,4.0,2.0,151.0,Yes,2072.0
Built-up  Area,3.0,1.0,110.0,Yes,1650.0
Built-up  Area,6.0,1.0,830.0,Yes,6150.0
Plot  Area,1.0,0.0,65.0,Yes,1200.0
Plot  Area,2.0,1.0,140.0,Yes,52272.0
Super built-up  Area,2.0,1.0,33.84,No,1140.0
Built-up  Area,2.0,1.0,59.0,No,1011.0
Super built-up  Area,2.0,1.0,47.0,No,1125.0
Super built-up  Area,2.0,1.0,24.86,No,975.0
Super built-up  Area,2.0,1.0,43.32,Yes,1140.0
Super built-up  Area,2.0,0.0,59.135,No,1258.5
Built-up  Area,2.0,1.0,32.64,No,1130.0
Super built-up  Area,3.0,3.0,65.0,Yes,1800.0
Built-up  Area,6.0,1.0,170.0,Yes,3600.0
Super built-up  Area,4.0,2.0,118.0,Yes,1884.0
Plot  Area,3.0,1.0,56.53,No,1200.0
Super built-up  Area,2.0,3.0,63.0,Yes,1525.0
Super built-up  Area,2.0,2.0,56.0,Yes,1280.0
Super built-up  Area,2.0,1.0,40.8,Yes,1020.0
Super built-up  Area,3.0,3.0,165.0,Yes,1950.0
Super built-up  Area,4.0,3.0,280.0,Yes,2197.0
Super built-up  Area,1.0,1.0,15.0,Yes,485.0
Super built-up  Area,3.0,3.0,56.0,Yes,1464.0
Plot  Area,3.0,2.0,300.0,Yes,1846.0
Super built-up  Area,2.0,2.0,55.0,No,1347.0
Super built-up  Area,3.0,2.0,60.0,Yes,1000.0
Plot  Area,5.0,2.0,140.0,Yes,1600.0
Super built-up  Area,2.0,2.0,68.0,Yes,1448.0
Super built-up  Area,2.0,2.0,49.0,Yes,914.0
Plot  Area,4.0,2.0,240.0,Yes,3000.0
Super built-up  Area,2.0,2.0,62.0,Yes,1350.0
Built-up  Area,2.0,2.0,48.0,Yes,925.0
Super built-up  Area,2.0,2.0,56.0,Yes,1523.0
Super built-up  Area,2.0,1.0,55.5,Yes,1180.0
Super built-up  Area,3.0,3.0,101.0,Yes,1575.0
Super built-up  Area,3.0,2.0,78.0,Yes,1650.0
Super built-up  Area,3.0,2.0,135.0,Yes,1885.0
Super built-up  Area,2.0,3.0,42.0,Yes,1180.0
Super built-up  Area,2.0,1.0,58.0,Yes,1230.0
Super built-up  Area,2.0,1.0,49.97,No,985.0
Built-up  Area,2.0,1.0,46.0,Yes,1110.0
Super built-up  Area,2.0,1.0,40.0,Yes,950.0
Super built-up  Area,3.0,3.0,85.0,Yes,1800.0
Built-up  Area,2.0,2.0,90.0,Yes,1451.0
Super built-up  Area,2.0,2.0,46.7,Yes,950.0
Super built-up  Area,2.0,1.0,65.49,No,1128.0
Super built-up  Area,1.0,1.0,52.5,Yes,750.0
Built-up  Area,2.0,1.0,61.0,Yes,1000.0
Super built-up  Area,2.0,1.0,60.0,Yes,950.0
Super built-up  Area,2.0,1.0,93.36,No,1330.0
Super built-up  Area,3.0,3.0,77.0,Yes,1340.0
Built-up  Area,3.0,3.0,90.0,No,1655.0
Super built-up  Area,2.0,1.0,40.0,Yes,1165.0
Plot  Area,5.0,1.0,415.0,Yes,2400.0
Plot  Area,3.0,1.0,80.0,Yes,950.0
Super built-up  Area,3.0,1.0,73.0,Yes,1435.0
Super built-up  Area,3.0,2.0,102.0,Yes,1935.0
Super built-up  Area,4.0,1.0,146.0,Yes,1984.0
Super built-up  Area,2.0,1.0,50.0,Yes,1200.0
Super built-up  Area,2.0,2.0,102.0,No,1590.0
Plot  Area,2.0,3.0,180.0,Yes,2400.0
Plot  Area,3.0,1.0,78.0,Yes,1100.0
Super built-up  Area,3.0,1.0,44.0,No,1450.0
Built-up  Area,3.0,0.0,85.0,Yes,1490.0
Super built-up  Area,1.0,1.0,276.0,Yes,6000.0
Built-up  Area,4.0,1.0,68.0,Yes,1770.0
Super built-up  Area,2.0,1.0,89.0,Yes,1550.0
Super built-up  Area,1.0,1.0,11.5,Yes,550.0
Super built-up  Area,3.0,2.0,54.24,Yes,1340.0
Super built-up  Area,2.0,1.0,92.0,No,1482.0
Super built-up  Area,3.0,2.0,150.0,Yes,1700.0
Super built-up  Area,2.0,2.0,48.0,Yes,1060.0
Super built-up  Area,2.0,1.0,42.47,Yes,1062.0
Super built-up  Area,2.0,1.0,65.0,No,1157.0
Super built-up  Area,2.0,2.0,300.0,Yes,1030.0
Plot  Area,4.0,1.0,378.0,Yes,2520.0
Built-up  Area,4.0,2.0,200.0,Yes,3400.0
Super built-up  Area,2.0,1.0,44.5,Yes,1000.0
Built-up  Area,2.0,1.0,45.0,Yes,1100.0
Super built-up  Area,2.0,1.0,69.0,Yes,1225.0
Super built-up  Area,2.0,1.0,47.0,No,1251.0
Super built-up  Area,2.0,1.0,59.0,Yes,1305.0
Super built-up  Area,2.0,2.0,110.0,Yes,1850.0
Super built-up  Area,2.0,2.0,250.0,Yes,1800.0
Plot  Area,4.0,1.0,500.0,Yes,2040.0
Plot  Area,4.0,2.0,100.0,Yes,1200.0
Plot  Area,2.0,0.0,180.0,Yes,2200.0
Super built-up  Area,2.0,1.0,53.0,Yes,1206.0
Super built-up  Area,2.0,2.0,80.0,Yes,1293.0
Super built-up  Area,2.0,2.0,70.0,Yes,1329.0
Super built-up  Area,2.0,1.0,54.0,Yes,965.0
Super built-up  Area,2.0,1.0,69.76,No,1520.0
Super built-up  Area,3.0,2.0,45.0,No,1300.0
Super built-up  Area,2.0,3.0,50.0,Yes,1048.0
Built-up  Area,2.0,2.0,57.0,Yes,1105.0
Built-up  Area,2.0,2.0,66.165,Yes,1891.0
Built-up  Area,2.0,0.0,60.0,Yes,800.0
Super built-up  Area,2.0,1.0,43.76,No,1167.0
Super built-up  Area,2.0,2.0,50.0,Yes,940.0
Super built-up  Area,2.0,1.0,64.0,Yes,1295.0
Plot  Area,3.0,0.0,270.0,Yes,3259.0
Plot  Area,4.0,1.0,95.0,No,750.0
Plot  Area,7.0,3.0,355.0,Yes,2400.0
Super built-up  Area,2.0,1.0,78.0,Yes,1400.0
Super built-up  Area,2.0,2.0,49.11,No,1140.0
Built-up  Area,2.0,2.0,72.0,Yes,1395.0
Built-up  Area,3.0,1.0,110.0,Yes,1831.0
Super built-up  Area,3.0,1.0,763.0,No,3815.0
Super built-up  Area,2.0,1.0,40.0,Yes,1060.0
Super built-up  Area,2.0,1.0,55.0,Yes,1100.0
Super built-up  Area,3.0,2.0,155.0,Yes,1879.0
Super built-up  Area,2.0,1.0,49.8,Yes,995.0
Super built-up  Area,2.0,1.0,25.0,Yes,980.0
Super built-up  Area,2.0,0.0,58.68,No,1185.5
Super built-up  Area,2.0,1.0,50.0,Yes,1039.0
Built-up  Area,2.0,0.0,52.0,Yes,1075.0
Plot  Area,4.0,0.0,90.0,Yes,1200.0
Plot  Area,4.0,2.0,235.0,Yes,1500.0
Plot  Area,5.0,2.0,550.0,Yes,4800.0
Built-up  Area,2.0,0.0,145.0,Yes,1500.0
Super built-up  Area,2.0,1.0,71.0,Yes,1170.0
Built-up  Area,3.0,2.0,121.0,No,1919.0
Super built-up  Area,3.0,2.0,79.99,Yes,1786.0
Built-up  Area,4.0,2.0,220.0,Yes,3951.0
Super built-up  Area,3.0,1.0,108.0,No,1859.0
Super built-up  Area,1.0,1.0,25.0,Yes,650.0
Super built-up  Area,3.0,2.0,150.0,No,2050.0
Super built-up  Area,2.0,3.0,87.0,Yes,1368.0
Super built-up  Area,3.0,1.0,117.0,No,1525.84
Super built-up  Area,2.0,2.0,41.0,Yes,1180.0
Plot  Area,4.0,1.0,156.0,Yes,1376.0
Super built-up  Area,3.0,3.0,75.0,Yes,1750.0
Super built-up  Area,2.0,3.0,69.0,Yes,1150.0
Super built-up  Area,2.0,1.0,53.7,Yes,1075.0
Plot  Area,4.0,2.0,240.0,Yes,2800.0
Super built-up  Area,2.0,1.0,41.21,Yes,1145.0
Built-up  Area,1.0,1.0,21.0,Yes,560.0
Plot  Area,1.0,1.0,41.0,Yes,1260.0
Super built-up  Area,2.0,2.0,84.5,Yes,1382.0
Plot  Area,3.0,2.0,74.0,No,11.0
Super built-up  Area,2.0,3.0,65.0,No,1519.0
Super built-up  Area,2.0,1.0,37.0,Yes,925.0
Plot  Area,5.0,2.0,50.0,Yes,600.0
Built-up  Area,2.0,2.0,100.0,Yes,1180.0
Super built-up  Area,2.0,1.0,36.5,Yes,750.0
Super built-up  Area,1.0,0.0,38.0,Yes,600.0
Super built-up  Area,3.0,2.0,168.0,Yes,1860.0
Built-up  Area,3.0,1.0,55.0,Yes,1875.0
Super built-up  Area,2.0,2.0,52.07,Yes,1050.0
Built-up  Area,2.0,1.0,40.0,Yes,940.0
Built-up  Area,3.0,3.0,200.0,Yes,2500.0
Super built-up  Area,1.0,1.0,75.0,Yes,735.0
Super built-up  Area,2.0,1.0,34.0,No,700.0
Plot  Area,7.0,2.0,240.0,Yes,1200.0
Super built-up  Area,2.0,1.0,25.0,Yes,656.0
Built-up  Area,2.0,1.0,80.0,Yes,1050.0
Super built-up  Area,4.0,3.0,300.0,Yes,2475.0
Plot  Area,7.0,3.0,375.0,Yes,3150.0
Super built-up  Area,2.0,1.0,35.0,Yes,925.0
Super built-up  Area,2.0,1.0,49.0,Yes,1200.0
Super built-up  Area,2.0,3.0,55.0,Yes,1125.0
Super built-up  Area,2.0,2.0,61.33,Yes,1236.0
Built-up  Area,2.0,2.0,45.0,Yes,1125.0
Super built-up  Area,2.0,1.0,59.0,No,1151.0
Super built-up  Area,2.0,1.0,70.0,Yes,900.0
Super built-up  Area,3.0,2.0,110.0,Yes,1800.0
Plot  Area,6.0,2.0,120.0,Yes,3500.0
Super built-up  Area,3.0,3.0,66.0,Yes,1400.0
Super built-up  Area,2.0,2.0,62.89,No,1655.0
Super built-up  Area,2.0,2.0,40.0,Yes,1063.0
Super built-up  Area,2.0,0.0,58.0,Yes,1200.0
Plot  Area,6.0,3.0,110.0,Yes,1060.0
Built-up  Area,6.0,2.0,101.0,Yes,1800.0
Super built-up  Area,3.0,2.0,120.0,No,1559.0
Super built-up  Area,2.0,2.0,37.95,Yes,1120.0
Super built-up  Area,2.0,2.0,50.0,Yes,1120.0
Built-up  Area,2.0,0.0,50.0,Yes,1100.0
Super built-up  Area,2.0,1.0,87.0,No,1482.0
Super built-up  Area,3.0,2.0,95.0,Yes,1880.0
Super built-up  Area,1.0,1.0,39.5,Yes,850.0
Super built-up  Area,2.0,2.0,90.0,Yes,1370.0
Built-up  Area,2.0,2.0,60.0,Yes,980.0
Built-up  Area,2.0,1.0,44.0,Yes,937.0
Super built-up  Area,1.0,1.0,29.0,Yes,662.0
Plot  Area,5.0,2.0,1250.0,Yes,2400.0
Super built-up  Area,1.0,0.0,28.0,Yes,445.0
Super built-up  Area,3.0,2.0,150.0,Yes,1709.0
Super built-up  Area,2.0,1.0,45.0,Yes,1053.0
Super built-up  Area,3.0,2.0,100.0,No,1490.0
Super built-up  Area,3.0,3.0,50.0,Yes,1502.0
Built-up  Area,2.0,1.0,60.0,Yes,830.0
Plot  Area,4.0,2.0,115.0,Yes,1200.0
Super built-up  Area,3.0,1.0,110.0,No,1798.0
Built-up  Area,2.0,2.0,50.0,Yes,1000.0
Super built-up  Area,3.0,1.0,160.0,No,1819.18
Plot  Area,6.0,3.0,290.0,Yes,3750.0
Super built-up  Area,3.0,0.0,122.0,No,2038.5
Super built-up  Area,3.0,2.0,130.0,Yes,2065.0
Super built-up  Area,2.0,1.0,57.0,Yes,1090.0
Super built-up  Area,3.0,1.0,501.0,Yes,2700.0
Plot  Area,3.0,0.0,580.0,Yes,3800.0
Built-up  Area,2.0,3.0,75.0,Yes,1158.0
Super built-up  Area,2.0,1.0,85.0,Yes,1185.0
Built-up  Area,2.0,0.0,60.0,Yes,1155.0
Built-up  Area,2.0,3.0,46.0,Yes,132.0
Carpet  Area,1.0,1.0,20.0,Yes,300.0
Built-up  Area,3.0,1.0,75.0,Yes,1896.0
Super built-up  Area,2.0,2.0,96.0,No,1520.0
Plot  Area,6.0,3.0,295.0,Yes,3750.0
Super built-up  Area,3.0,2.0,80.0,Yes,1575.0
Super built-up  Area,2.0,2.0,80.0,Yes,1300.0
Super built-up  Area,2.0,1.0,130.0,No,1357.0
Super built-up  Area,1.0,1.0,27.5,No,525.0
Super built-up  Area,3.0,1.0,115.0,No,1591.0
Built-up  Area,2.0,2.0,52.0,Yes,1220.0
Carpet  Area,1.0,0.0,33.66,No,458.0
Super built-up  Area,2.0,2.0,53.11,No,1170.0
Super built-up  Area,4.0,2.0,140.0,No,1865.0
Super built-up  Area,2.0,2.0,100.0,Yes,1245.0
Super built-up  Area,2.0,1.0,93.65,No,1330.0
Super built-up  Area,3.0,2.0,72.6,No,1730.0
Super built-up  Area,2.0,1.0,98.0,Yes,1354.0
Super built-up  Area,2.0,2.0,73.0,Yes,1080.0
Super built-up  Area,2.0,3.0,49.0,Yes,1350.0
Super built-up  Area,2.0,1.0,62.0,No,1215.0
Super built-up  Area,3.0,2.0,89.75,Yes,1615.0
Super built-up  Area,1.0,1.0,25.5,Yes,700.0
Super built-up  Area,2.0,2.0,72.0,Yes,1460.0
Built-up  Area,2.0,0.0,70.0,Yes,1150.0
Super built-up  Area,2.0,3.0,74.0,Yes,1315.0
Super built-up  Area,2.0,2.0,72.0,Yes,1171.0
Built-up  Area,2.0,0.0,40.0,Yes,1157.0
Super built-up  Area,2.0,2.0,65.5,Yes,1041.0
Super built-up  Area,2.0,1.0,48.0,Yes,1102.0
Plot  Area,3.0,1.0,160.0,Yes,1200.0
Plot  Area,4.0,2.0,34.5,Yes,1470.0
Super built-up  Area,2.0,1.0,42.28,No,994.0
Super built-up  Area,2.0,2.0,33.84,No,1140.0
Super built-up  Area,2.0,2.0,45.0,Yes,1072.0
Super built-up  Area,3.0,2.0,60.0,Yes,1900.0
Built-up  Area,2.0,1.0,60.0,Yes,1060.0
Built-up  Area,4.0,2.0,245.0,Yes,3500.0
Super built-up  Area,2.0,2.0,75.0,Yes,1424.0
Built-up  Area,3.0,2.0,85.0,Yes,1725.0
Super built-up  Area,3.0,1.0,74.0,No,1396.0
Super built-up  Area,2.0,1.0,69.5,No,1477.0
Built-up  Area,1.0,0.0,68.0,Yes,600.0
Plot  Area,5.0,1.0,125.0,No,1200.0
Plot  Area,2.0,0.0,66.0,No,1200.0
Super built-up  Area,2.0,3.0,55.0,Yes,1238.0
Plot  Area,13.0,2.0,3600.0,Yes,7150.0
Super built-up  Area,4.0,2.0,350.0,No,3060.0
Super built-up  Area,1.0,3.0,60.0,Yes,1245.0
Super built-up  Area,2.0,2.0,43.0,Yes,933.0
Super built-up  Area,3.0,2.0,29.0,Yes,1250.0
Plot  Area,8.0,2.0,225.0,Yes,4800.0
Super built-up  Area,3.0,2.0,90.0,Yes,1779.0
Super built-up  Area,3.0,3.0,100.0,Yes,1550.0
Super built-up  Area,1.0,0.0,35.285,Yes,784.0
Super built-up  Area,3.0,3.0,93.94,Yes,1586.0
Super built-up  Area,2.0,2.0,50.0,Yes,1190.0
Super built-up  Area,2.0,2.0,55.0,Yes,1400.0
Super built-up  Area,2.0,2.0,82.0,Yes,1550.0
Super built-up  Area,2.0,1.0,75.0,Yes,1260.0
